user_message,anger_level,frustration_level,anxiety_level,calm_level,sentiment_negative,sentiment_neutral,sentiment_positive,intent,urgency,agent_emotion,tone,empathy_level,verbosity,formality,assertiveness,apology_required,reassurance_level,solution_speed,boundary_setting,explanation_depth
I'd like to know more about your starter service. Can you help?,0.012,0.121,0.275,0.557,0.215,0.482,0.211,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
Can you walk me through the process one more time?,0.036,0.268,0.5,0.328,0.124,0.442,0.383,clarification,high,calm,neutral,low,low,low,low,False,medium,fast,False,high
This is unacceptable! I've been waiting for 2 days and still no response.,0.801,0.807,0.245,0.178,0.505,0.191,0.183,complaint,low,sad,calm,high,high,high,high,True,low,slow,True,low
This has gone on too long. Please escalate my case to management.,0.806,0.949,0.49,0.024,0.951,0.02,0.107,escalation_request,low,empathetic,calm,high,high,high,high,True,medium,slow,True,low
I'm so grateful for your help. You made my day!,0.014,0.001,0.084,0.789,0.049,0.115,0.713,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
I want to file a formal complaint and speak to a supervisor.,0.562,0.823,0.337,0.146,0.826,0.254,0.138,escalation_request,medium,empathetic,calm,high,medium,high,high,True,medium,normal,False,low
I demand to speak with someone who can actually help me.,0.715,0.869,0.31,0.061,0.894,0.134,0.16,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,False,low
Nobody seems to care about my problem. I've been passed around 5 times.,0.893,0.915,0.467,0.129,0.659,0.175,0.074,complaint,medium,sad,calm,high,medium,high,high,True,medium,normal,True,low
My account has been charged incorrectly 3 times now. Fix this!,0.761,0.823,0.375,0.112,0.583,0.129,0.029,complaint,high,sad,calm,high,low,high,medium,True,medium,fast,False,low
"If this isn't resolved today, I'm taking this to consumer protection.",0.945,0.738,0.262,0.005,0.823,0.191,0.068,escalation_request,low,empathetic,calm,high,high,high,high,True,low,slow,True,low
I read the FAQ but I'm still confused about billing.,0.022,0.264,0.324,0.571,0.282,0.446,0.165,clarification,high,reassuring,neutral,low,low,low,low,False,medium,fast,False,high
Your representatives have been unhelpful. Get me a manager now.,0.994,0.782,0.475,0.028,0.743,0.008,0.101,escalation_request,medium,empathetic,calm,high,medium,high,high,True,medium,normal,True,low
Your representatives have been unhelpful. Get me a manager now.,0.982,0.754,0.216,0.006,0.694,0.048,0.005,escalation_request,low,empathetic,calm,high,high,high,high,True,low,slow,True,low
Your product broke after just 3 days. I want a full refund immediately.,0.854,0.675,0.216,0.27,0.558,0.287,0.063,complaint,medium,empathetic,calm,high,medium,high,high,True,low,normal,True,low
Your product broke after just 10 days. I want a full refund immediately.,0.933,0.762,0.431,0.295,0.644,0.288,0.078,complaint,high,empathetic,calm,high,low,high,high,True,medium,fast,True,low
What are the available options for billing?,0.077,0.068,0.217,0.577,0.266,0.517,0.329,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
I followed your advice but it didn't work. What am I missing?,0.25,0.276,0.321,0.404,0.158,0.323,0.203,clarification,low,reassuring,neutral,low,high,low,low,False,medium,slow,False,high
Your team resolved my issue so quickly. Amazing!,0.027,0.097,0.112,0.804,0.058,0.028,0.833,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
This is unacceptable! I've been waiting for 3 days and still no response.,0.776,0.693,0.261,0.298,0.94,0.187,0.114,complaint,high,empathetic,calm,high,low,high,medium,True,low,fast,False,low
I'm lost. Can you help me understand what went wrong?,0.186,0.181,0.358,0.316,0.243,0.517,0.168,clarification,low,reassuring,neutral,low,high,low,low,False,medium,slow,False,high
I followed your advice but it didn't work. What am I missing?,0.289,0.464,0.489,0.513,0.361,0.352,0.337,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
I followed your advice but it didn't work. What am I missing?,0.037,0.418,0.31,0.651,0.383,0.36,0.239,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
This has gone on too long. Please escalate my case to management.,0.99,0.793,0.545,0.118,0.688,0.086,0.041,escalation_request,high,empathetic,calm,high,low,high,high,True,high,fast,True,low
"If this isn't resolved today, I'm taking this to consumer protection.",0.881,0.755,0.405,0.098,0.789,0.26,0.196,escalation_request,medium,empathetic,calm,high,medium,high,high,True,medium,normal,True,low
Your representatives have been unhelpful. Get me a manager now.,0.704,0.931,0.506,0.115,0.978,0.06,0.022,escalation_request,high,empathetic,calm,high,low,high,high,True,high,fast,False,low
Excellent service! I'll definitely recommend you to others.,0.085,0.044,0.169,0.968,0.006,0.177,0.834,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
I've spent 5 hours trying to resolve this issue with no success.,0.706,0.776,0.471,0.006,0.738,0.206,0.145,complaint,low,sad,calm,high,high,high,medium,True,medium,slow,False,low
I've spent 2 hours trying to resolve this issue with no success.,0.816,0.481,0.22,0.108,0.902,0.084,0.042,complaint,medium,empathetic,calm,high,medium,high,high,True,low,normal,True,low
I followed your advice but it didn't work. What am I missing?,0.287,0.104,0.599,0.571,0.349,0.418,0.104,clarification,high,calm,neutral,low,low,low,low,False,high,fast,False,high
What are your business hours for customer support?,0.148,0.167,0.296,0.571,0.326,0.608,0.298,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
Kudos to your team for going above and beyond!,0.077,0.085,0.123,0.727,0.049,0.016,0.822,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I want to file a formal complaint and speak to a supervisor.,0.704,0.626,0.34,0.022,0.904,0.284,0.014,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,False,low
This needs management attention. Regular support isn't cutting it.,0.978,0.809,0.32,0.015,0.75,0.238,0.141,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,True,low
I'm extremely disappointed with your service. My order #11111 is missing.,0.43,0.444,0.261,0.089,0.616,0.084,0.161,complaint,high,calm,neutral,medium,low,high,medium,True,low,fast,False,low
Your representatives have been unhelpful. Get me a manager now.,0.965,0.762,0.562,0.064,0.738,0.068,0.128,escalation_request,medium,sad,calm,high,medium,high,high,True,high,normal,True,low
Can you walk me through the process one more time?,0.294,0.341,0.343,0.559,0.137,0.655,0.251,clarification,medium,reassuring,neutral,medium,medium,low,low,False,medium,normal,False,high
This has gone on too long. Please escalate my case to management.,0.725,0.834,0.45,0.014,0.841,0.073,0.143,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,False,low
I want this escalated to your highest level. This is unacceptable.,0.911,0.922,0.421,0.104,0.571,0.233,0.054,escalation_request,medium,sad,calm,high,medium,high,high,True,medium,normal,True,low
I have a question about my recent bill. Can someone explain it?,0.099,0.057,0.054,0.815,0.116,0.599,0.195,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
I'm extremely disappointed with your service. My order #12345 is wrong item.,0.4,0.707,0.119,0.083,0.853,0.019,0.168,complaint,low,empathetic,calm,high,high,high,medium,True,low,slow,False,low
My account has been charged incorrectly 3 times now. Fix this!,0.402,0.548,0.396,0.095,0.551,0.108,0.054,complaint,high,calm,neutral,medium,low,high,medium,True,medium,fast,False,low
Your support team is fantastic. Keep up the great work!,0.084,0.031,0.158,0.968,0.043,0.182,0.813,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
Kudos to your team for going above and beyond!,0.096,0.009,0.137,0.848,0.039,0.127,0.911,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
My account has been charged incorrectly 5 times now. Fix this!,0.403,0.5,0.385,0.2,0.983,0.228,0.19,complaint,medium,neutral,neutral,medium,medium,high,medium,True,medium,normal,False,low
Nobody seems to care about my problem. I've been passed around 4 times.,0.822,0.579,0.142,0.235,0.822,0.014,0.072,complaint,medium,sad,calm,high,medium,high,high,True,low,normal,True,low
This is the worst customer experience I've ever had. Completely unacceptable.,0.974,0.7,0.273,0.137,0.604,0.111,0.074,complaint,high,empathetic,calm,high,low,high,high,True,low,fast,True,low
I have a question about my recent bill. Can someone explain it?,0.01,0.154,0.167,0.911,0.355,0.385,0.297,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
Is it possible to change my subscription to the basic plan?,0.094,0.176,0.086,0.839,0.282,0.418,0.141,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
The error message says 'Access denied'. What does this mean?,0.195,0.395,0.326,0.558,0.219,0.585,0.16,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
How do I update my account information?,0.178,0.057,0.147,0.529,0.133,0.506,0.18,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
"I was worried, but you fixed everything perfectly. Thank you!",0.084,0.001,0.076,0.801,0.002,0.025,0.824,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I can't believe how poorly I've been treated. This is ridiculous!,0.696,0.643,0.312,0.179,0.505,0.139,0.193,complaint,high,empathetic,calm,high,low,high,medium,True,medium,fast,False,low
I can't believe how poorly I've been treated. This is ridiculous!,0.711,0.807,0.225,0.232,0.886,0.156,0.195,complaint,low,sad,calm,high,high,high,medium,True,low,slow,False,low
I don't understand the email you sent. Could you clarify what you mean?,0.038,0.107,0.508,0.623,0.136,0.406,0.105,clarification,medium,calm,neutral,low,medium,low,low,False,high,normal,False,high
What's the expected delivery time for international orders?,0.059,0.155,0.207,0.674,0.212,0.301,0.19,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
"Hi, could you please tell me the status of my order #12345?",0.129,0.195,0.339,0.512,0.37,0.613,0.334,inquiry,high,neutral,neutral,low,low,low,low,False,medium,fast,False,low
I'm so grateful for your help. You made my day!,0.046,0.04,0.061,0.72,0.023,0.049,0.845,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
"If this isn't resolved today, I'm taking this to consumer protection.",0.874,0.79,0.223,0.192,0.971,0.236,0.198,escalation_request,medium,empathetic,calm,high,medium,high,high,True,low,normal,True,low
I read the FAQ but I'm still confused about billing.,0.163,0.485,0.23,0.446,0.168,0.378,0.142,clarification,medium,neutral,neutral,medium,medium,low,low,False,low,normal,False,high
Why hasn't anyone fixed my problem yet? This is the 3rd time I'm contacting you!,0.773,0.869,0.331,0.044,0.906,0.191,0.078,complaint,low,empathetic,calm,high,high,high,medium,True,medium,slow,False,low
Can you walk me through the process one more time?,0.202,0.204,0.338,0.667,0.187,0.488,0.367,clarification,medium,reassuring,neutral,low,medium,low,low,False,medium,normal,False,high
I've had enough of the runaround. Escalate this immediately.,0.854,0.625,0.259,0.002,0.815,0.134,0.027,escalation_request,high,sad,calm,high,low,high,high,True,low,fast,True,low
What exactly do I need to do to resolve this issue?,0.287,0.312,0.297,0.5,0.304,0.33,0.182,clarification,low,neutral,neutral,medium,high,low,low,False,low,slow,False,high
The quality of your service has gone downhill. Very frustrated customer here.,0.884,0.676,0.319,0.13,0.522,0.05,0.089,complaint,medium,empathetic,calm,high,medium,high,high,True,medium,normal,True,low
I'm lost. Can you help me understand what went wrong?,0.063,0.12,0.537,0.692,0.338,0.642,0.173,clarification,high,reassuring,neutral,low,low,low,low,False,high,fast,False,high
This was the best customer service experience I've ever had!,0.096,0.02,0.19,0.998,0.071,0.196,0.871,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
The quality of your service has gone downhill. Very frustrated customer here.,0.556,0.662,0.337,0.022,0.811,0.294,0.038,complaint,low,empathetic,calm,high,high,high,medium,True,medium,slow,False,low
Thank you so much! John was incredibly helpful!,0.079,0.091,0.189,0.988,0.052,0.195,0.927,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
I followed your advice but it didn't work. What am I missing?,0.049,0.291,0.487,0.399,0.292,0.567,0.149,clarification,low,reassuring,neutral,low,high,low,low,False,medium,slow,False,high
I read the FAQ but I'm still confused about billing.,0.17,0.409,0.4,0.305,0.103,0.443,0.378,clarification,medium,reassuring,neutral,medium,medium,low,low,False,medium,normal,False,high
The quality of your service has gone downhill. Very frustrated customer here.,0.537,0.781,0.189,0.097,0.924,0.219,0.019,complaint,medium,empathetic,calm,high,medium,high,medium,True,low,normal,False,low
What's the expected delivery time for express delivery?,0.086,0.006,0.192,0.831,0.136,0.416,0.219,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
How do I update my account information?,0.184,0.199,0.018,0.881,0.212,0.457,0.326,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
Can you walk me through the process one more time?,0.276,0.48,0.431,0.443,0.336,0.4,0.269,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
This is unacceptable! I've been waiting for 7 days and still no response.,0.615,0.794,0.196,0.057,0.959,0.031,0.101,complaint,medium,empathetic,calm,high,medium,high,medium,True,low,normal,False,low
Nobody seems to care about my problem. I've been passed around 5 times.,0.533,0.423,0.114,0.053,0.933,0.085,0.19,complaint,medium,neutral,neutral,medium,medium,high,medium,True,low,normal,False,low
I'm so grateful for your help. You made my day!,0.058,0.044,0.116,0.855,0.076,0.056,0.806,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
Can you walk me through the process one more time?,0.268,0.479,0.557,0.468,0.334,0.491,0.249,clarification,low,calm,neutral,medium,high,low,low,False,high,slow,False,high
I'm lost. Can you help me understand what went wrong?,0.061,0.336,0.274,0.433,0.357,0.383,0.121,clarification,low,neutral,neutral,medium,high,low,low,False,low,slow,False,high
"If this isn't resolved today, I'm taking this to consumer protection.",0.535,0.976,0.403,0.082,0.905,0.251,0.066,escalation_request,high,empathetic,calm,high,low,high,high,True,medium,fast,False,low
I'm extremely disappointed with your service. My order #67890 is wrong item.,0.816,0.863,0.362,0.045,0.938,0.162,0.056,complaint,medium,sad,calm,high,medium,high,high,True,medium,normal,True,low
I'm so grateful for your help. You made my day!,0.043,0.004,0.026,0.93,0.0,0.083,0.857,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
I read the FAQ but I'm still confused about shipping.,0.016,0.489,0.29,0.422,0.191,0.392,0.1,clarification,high,neutral,neutral,medium,low,low,low,False,low,fast,False,high
The instructions are confusing. Can you explain step 2 again?,0.219,0.487,0.29,0.565,0.323,0.639,0.227,clarification,low,neutral,neutral,medium,high,low,low,False,low,slow,False,high
I appreciate the prompt response. You guys are great!,0.03,0.033,0.143,0.945,0.018,0.074,0.971,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I followed your advice but it didn't work. What am I missing?,0.242,0.494,0.502,0.457,0.277,0.564,0.124,clarification,medium,calm,neutral,medium,medium,low,low,False,high,normal,False,high
I can't believe how poorly I've been treated. This is ridiculous!,0.727,0.826,0.167,0.234,0.792,0.286,0.008,complaint,low,empathetic,calm,high,high,high,medium,True,low,slow,False,low
What are the available options for billing?,0.053,0.12,0.119,0.857,0.328,0.341,0.254,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
I have a question about my recent bill. Can someone explain it?,0.102,0.074,0.373,0.914,0.309,0.586,0.239,inquiry,high,neutral,neutral,low,low,low,low,False,medium,fast,False,low
This needs management attention. Regular support isn't cutting it.,0.96,0.878,0.492,0.172,0.637,0.242,0.039,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,True,low
Your support team is fantastic. Keep up the great work!,0.035,0.034,0.196,0.957,0.07,0.145,0.869,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I read the FAQ but I'm still confused about shipping.,0.284,0.299,0.352,0.365,0.336,0.594,0.215,clarification,high,calm,neutral,low,low,low,low,False,medium,fast,False,high
I've had enough of the runaround. Escalate this immediately.,0.513,0.936,0.205,0.141,0.985,0.131,0.047,escalation_request,low,empathetic,calm,high,high,high,high,True,low,slow,False,low
I want this escalated to your highest level. This is unacceptable.,0.852,0.927,0.419,0.193,0.526,0.151,0.144,escalation_request,high,sad,calm,high,low,high,high,True,medium,fast,True,low
Kudos to your team for going above and beyond!,0.086,0.018,0.16,0.866,0.04,0.026,0.96,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
This was the best customer service experience I've ever had!,0.016,0.031,0.058,0.961,0.067,0.159,0.775,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
I need to speak to a supervisor immediately.,0.812,0.829,0.533,0.181,0.506,0.202,0.01,escalation_request,medium,empathetic,calm,high,medium,high,high,True,high,normal,True,low
The instructions are confusing. Can you explain step 2 again?,0.165,0.215,0.323,0.441,0.286,0.434,0.32,clarification,medium,reassuring,neutral,low,medium,low,low,False,medium,normal,False,high
"I was worried, but you fixed everything perfectly. Thank you!",0.04,0.007,0.157,0.786,0.043,0.137,0.8,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
This needs management attention. Regular support isn't cutting it.,0.528,0.75,0.578,0.128,0.836,0.19,0.04,escalation_request,medium,empathetic,calm,high,medium,high,high,True,high,normal,False,low
Thank you so much! David was incredibly helpful!,0.042,0.075,0.02,0.783,0.028,0.086,0.994,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I appreciate the prompt response. You guys are great!,0.007,0.052,0.036,0.991,0.011,0.081,0.921,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
I'm not tech-savvy. Could you explain this in simpler terms?,0.211,0.269,0.339,0.459,0.179,0.382,0.245,clarification,high,reassuring,neutral,low,low,low,low,False,medium,fast,False,high
Thank you so much! David was incredibly helpful!,0.027,0.029,0.131,0.991,0.06,0.015,0.723,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
I'm extremely disappointed with your service. My order #11111 is missing.,0.971,0.578,0.137,0.18,0.812,0.195,0.053,complaint,medium,empathetic,calm,high,medium,high,high,True,low,normal,True,low
I have a question about my recent bill. Can someone explain it?,0.003,0.193,0.1,0.838,0.312,0.544,0.194,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
I want to file a formal complaint and speak to a supervisor.,0.636,0.839,0.546,0.189,0.553,0.046,0.189,escalation_request,high,empathetic,calm,high,low,high,high,True,high,fast,False,low
Kudos to your team for going above and beyond!,0.074,0.088,0.041,0.876,0.07,0.136,0.822,praise,low,friendly,friendly,low,high,low,low,False,low,slow,False,low
Can you walk me through the process one more time?,0.005,0.333,0.301,0.48,0.387,0.46,0.352,clarification,medium,reassuring,neutral,medium,medium,low,low,False,medium,normal,False,high
This needs management attention. Regular support isn't cutting it.,0.594,0.869,0.591,0.02,0.504,0.13,0.019,escalation_request,medium,empathetic,calm,high,medium,high,high,True,high,normal,False,low
My account has been charged incorrectly 2 times now. Fix this!,0.849,0.949,0.274,0.078,0.717,0.217,0.002,complaint,high,sad,calm,high,low,high,high,True,low,fast,True,low
The quality of your service has gone downhill. Very frustrated customer here.,0.754,0.768,0.355,0.073,0.857,0.027,0.04,complaint,high,sad,calm,high,low,high,medium,True,medium,fast,False,low
I'm lost. Can you help me understand what went wrong?,0.263,0.395,0.205,0.399,0.164,0.408,0.174,clarification,high,calm,neutral,medium,low,low,low,False,low,fast,False,high
I'd like to know more about your basic service. Can you help?,0.013,0.092,0.293,0.803,0.302,0.332,0.385,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
Can you walk me through the process one more time?,0.252,0.422,0.529,0.673,0.263,0.38,0.285,clarification,medium,calm,neutral,medium,medium,low,low,False,high,normal,False,high
I just wanted to say how impressed I am with your service.,0.074,0.074,0.104,0.721,0.037,0.184,0.875,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
Can you walk me through the process one more time?,0.161,0.208,0.347,0.658,0.3,0.615,0.236,clarification,high,reassuring,neutral,low,low,low,low,False,medium,fast,False,high
What exactly do I need to do to resolve this issue?,0.189,0.199,0.482,0.471,0.233,0.56,0.381,clarification,low,reassuring,neutral,low,high,low,low,False,medium,slow,False,high
The quality of your service has gone downhill. Very frustrated customer here.,0.438,0.895,0.217,0.133,0.511,0.09,0.101,complaint,high,empathetic,calm,high,low,high,medium,True,low,fast,False,low
Thank you so much! Maria was incredibly helpful!,0.006,0.049,0.185,0.732,0.076,0.082,0.897,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
"Sorry, I'm not sure what you mean by 'webhook'. Can you explain?",0.078,0.164,0.264,0.328,0.156,0.566,0.365,clarification,low,neutral,neutral,low,high,low,low,False,low,slow,False,high
Your representatives have been unhelpful. Get me a manager now.,0.907,0.874,0.244,0.058,0.655,0.075,0.103,escalation_request,low,empathetic,calm,high,high,high,high,True,low,slow,True,low
Could you explain how the auto-renewal feature works?,0.107,0.071,0.142,0.914,0.337,0.423,0.374,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
"I was worried, but you fixed everything perfectly. Thank you!",0.095,0.033,0.071,0.852,0.094,0.175,0.731,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
My account has been charged incorrectly 3 times now. Fix this!,0.636,0.732,0.301,0.058,0.929,0.203,0.168,complaint,high,empathetic,calm,high,low,high,medium,True,medium,fast,False,low
Your team resolved my issue so quickly. Amazing!,0.086,0.075,0.088,0.883,0.016,0.135,0.754,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
What are your business hours for customer support?,0.139,0.046,0.047,0.583,0.101,0.587,0.32,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
I have a question about my recent bill. Can someone explain it?,0.103,0.032,0.033,0.51,0.15,0.656,0.172,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
My account has been charged incorrectly 3 times now. Fix this!,0.613,0.463,0.189,0.156,0.804,0.074,0.012,complaint,medium,neutral,calm,high,medium,high,medium,True,low,normal,False,low
I want this escalated to your highest level. This is unacceptable.,0.696,0.694,0.288,0.192,0.808,0.167,0.083,escalation_request,high,empathetic,calm,high,low,high,high,True,low,fast,False,low
I want to file a formal complaint and speak to a supervisor.,0.714,0.816,0.479,0.14,0.586,0.15,0.082,escalation_request,low,empathetic,calm,high,high,high,high,True,medium,slow,False,low
"Sorry, I'm not sure what you mean by 'webhook'. Can you explain?",0.261,0.353,0.413,0.346,0.282,0.347,0.201,clarification,medium,reassuring,neutral,medium,medium,low,low,False,medium,normal,False,high
Excellent service! I'll definitely recommend you to others.,0.014,0.069,0.041,0.818,0.09,0.041,0.852,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
What exactly do I need to do to resolve this issue?,0.126,0.107,0.517,0.328,0.242,0.524,0.289,clarification,medium,reassuring,neutral,low,medium,low,low,False,high,normal,False,high
What are your business hours for customer support?,0.138,0.051,0.004,0.862,0.261,0.634,0.346,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
"Hi, could you please tell me the status of my order #13579?",0.169,0.097,0.133,0.896,0.235,0.373,0.356,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
The instructions are confusing. Can you explain step 2 again?,0.265,0.287,0.23,0.455,0.341,0.661,0.161,clarification,high,neutral,neutral,low,low,low,low,False,low,fast,False,high
I followed your advice but it didn't work. What am I missing?,0.02,0.451,0.356,0.517,0.39,0.327,0.294,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
What exactly do I need to do to resolve this issue?,0.022,0.25,0.522,0.473,0.399,0.524,0.196,clarification,medium,calm,neutral,low,medium,low,low,False,high,normal,False,high
Your representatives have been unhelpful. Get me a manager now.,0.61,0.74,0.349,0.014,0.685,0.139,0.145,escalation_request,low,empathetic,calm,high,high,high,high,True,medium,slow,False,low
I need to speak to a supervisor immediately.,0.828,0.884,0.203,0.044,0.831,0.145,0.001,escalation_request,medium,sad,calm,high,medium,high,high,True,low,normal,True,low
This is the worst customer experience I've ever had. Completely unacceptable.,0.883,0.864,0.319,0.02,0.883,0.175,0.156,complaint,medium,sad,calm,high,medium,high,high,True,medium,normal,True,low
I'd like to know more about your enterprise service. Can you help?,0.15,0.161,0.207,0.57,0.301,0.548,0.323,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
Is it possible to change my subscription to the premium plan?,0.034,0.039,0.356,0.875,0.372,0.603,0.279,inquiry,low,neutral,neutral,low,high,low,low,False,medium,slow,False,low
I followed your advice but it didn't work. What am I missing?,0.196,0.456,0.432,0.553,0.147,0.49,0.315,clarification,low,reassuring,neutral,medium,high,low,low,False,medium,slow,False,high
I've spent 3 hours trying to resolve this issue with no success.,0.563,0.521,0.226,0.072,0.607,0.127,0.182,complaint,medium,neutral,neutral,medium,medium,high,medium,True,low,normal,False,low
This needs management attention. Regular support isn't cutting it.,0.754,0.675,0.231,0.139,0.691,0.247,0.132,escalation_request,medium,empathetic,calm,high,medium,high,high,True,low,normal,False,low
I can't believe how poorly I've been treated. This is ridiculous!,0.878,0.563,0.377,0.079,0.97,0.191,0.065,complaint,low,empathetic,calm,high,high,high,high,True,medium,slow,True,low
What are your business hours for customer support?,0.054,0.038,0.278,0.609,0.279,0.406,0.299,inquiry,high,neutral,neutral,low,low,low,low,False,low,fast,False,low
I just wanted to say how impressed I am with your service.,0.081,0.078,0.152,0.756,0.009,0.14,0.811,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
The error message says 'Connection timeout'. What does this mean?,0.13,0.112,0.304,0.313,0.364,0.397,0.267,clarification,low,reassuring,neutral,low,high,low,low,False,medium,slow,False,high
The quality of your service has gone downhill. Very frustrated customer here.,0.423,0.8,0.229,0.269,0.944,0.098,0.18,complaint,low,empathetic,calm,high,high,high,medium,True,low,slow,False,low
I just wanted to say how impressed I am with your service.,0.1,0.083,0.169,0.775,0.058,0.013,0.728,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
Nobody seems to care about my problem. I've been passed around 2 times.,0.999,0.596,0.399,0.242,0.929,0.299,0.048,complaint,medium,empathetic,calm,high,medium,high,high,True,medium,normal,True,low
What's the expected delivery time for international orders?,0.008,0.082,0.052,0.511,0.208,0.613,0.27,inquiry,medium,neutral,neutral,low,medium,low,low,False,low,normal,False,low
I appreciate the prompt response. You guys are great!,0.031,0.065,0.046,0.704,0.076,0.125,0.929,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
Your team resolved my issue so quickly. Amazing!,0.004,0.084,0.124,0.869,0.062,0.173,0.876,praise,medium,friendly,friendly,low,medium,low,low,False,low,normal,False,low
My account has been charged incorrectly 2 times now. Fix this!,0.749,0.994,0.403,0.133,0.854,0.117,0.046,complaint,high,empathetic,calm,high,low,high,medium,True,medium,fast,False,low
I need to speak to a supervisor immediately.,0.798,0.971,0.572,0.068,0.764,0.063,0.199,escalation_request,medium,sad,calm,high,medium,high,high,True,high,normal,False,low
I don't understand the email you sent. Could you clarify what you mean?,0.294,0.36,0.522,0.586,0.278,0.321,0.236,clarification,medium,reassuring,neutral,medium,medium,low,low,False,high,normal,False,high
Your product broke after just 14 days. I want a full refund immediately.,0.805,0.807,0.249,0.283,0.584,0.15,0.138,complaint,medium,empathetic,calm,high,medium,high,high,True,low,normal,True,low
Kudos to your team for going above and beyond!,0.07,0.065,0.055,0.747,0.064,0.12,0.754,praise,high,friendly,friendly,low,low,low,low,False,low,fast,False,low
Is it possible to change my subscription to the basic plan?,0.141,0.091,0.267,0.919,0.151,0.308,0.334,inquiry,low,neutral,neutral,low,high,low,low,False,low,slow,False,low
I followed your advice but it didn't work. What am I missing?,0.183,0.38,0.535,0.621,0.388,0.514,0.247,clarification,high,reassuring,neutral,medium,low,low,low,False,high,fast,False,high
I demand to speak with someone who can actually help me.,0.701,0.661,0.429,0.055,0.961,0.175,0.119,escalation_request,high,empathetic,calm,high,low,high,high,True,medium,fast,False,low
I've spent 2 hours trying to resolve this issue with no success.,0.613,0.431,0.113,0.127,0.542,0.182,0.176,complaint,high,calm,calm,high,low,high,medium,True,low,fast,False,low
I don't understand the email you sent. Could you clarify what you mean?,0.265,0.364,0.284,0.645,0.366,0.379,0.321,clarification,low,neutral,neutral,medium,high,low,low,False,low,slow,False,high
